Poet writer,Poet Name
نشے میں چور ہوں میں بھی تمہیں بھی ہوش نہیں ; بڑا مزہ ہو اگر تھوڑی دور ساتھ چلو,احمد فراز
یہ ایک شب کی ملاقات بھی غنیمت ہے ; کسے ہے کل کی خبر تھوڑی دور ساتھ چلو,احمد فراز
ابھی تو جاگ رہے ہیں چراغ راہوں کے ; ابھی ہے دور سحر تھوڑی دور ساتھ چلو,احمد فراز
طواف منزل جاناں ہمیں بھی کرنا ہے ; فرازؔ تم بھی اگر تھوڑی دور ساتھ چلو,احمد فراز
پھر اسی رہ گزار پر شاید ; ہم کبھی مل سکیں مگر شاید,احمد فراز
جن کے ہم منتظر رہے ان کو ; مل گئے اور ہم سفر شاید,احمد فراز
جان پہچان سے بھی کیا ہوگا ; پھر بھی اے دوست غور کر شاید,احمد فراز
اجنبیت کی دھند چھٹ جائے ; چمک اٹھے تری نظر شاید,احمد فراز
زندگی بھر لہو رلائے گی ; یاد یاران بے خبر شاید,احمد فراز
جو بھی بچھڑے وہ کب ملے ہیں فرازؔ ; پھر بھی تو انتظار کر شاید,احمد فراز
خاموش ہو کیوں داد جفا کیوں نہیں دیتے ; بسمل ہو تو قاتل کو دعا کیوں نہیں دیتے,احمد فراز
وحشت کا سبب روزن زنداں تو نہیں ہے ; مہر و مہ و انجم کو بجھا کیوں نہیں دیتے,احمد فراز
اک یہ بھی تو انداز علاج غم جاں ہے ; اے چارہ گرو درد بڑھا کیوں نہیں دیتے,احمد فراز
منصف ہو اگر تم تو کب انصاف کرو گے ; مجرم ہیں اگر ہم تو سزا کیوں نہیں دیتے,احمد فراز
رہزن ہو تو حاضر ہے متاع دل و جاں بھی ; رہبر ہو تو منزل کا پتہ کیوں نہیں دیتے,احمد فراز
کیا بیت گئی اب کے فرازؔ اہل چمن پر؟ ; یاران قفس مجھ کو صدا کیوں نہیں دیتے,احمد فراز
اول اول کی دوستی ہے ابھی ; اک غزل ہے کہ ہو رہی ہے ابھی,احمد فراز
میں بھی شہر وفا میں نو وارد ; وہ بھی رک رک کے چل رہی ہے ابھی,احمد فراز
میں بھی ایسا کہاں کا زود شناس ; وہ بھی لگتا ہے سوچتی ہے ابھی,احمد فراز
دل کی وارفتگی ہے اپنی جگہ ; پھر بھی کچھ احتیاط سی ہے ابھی,احمد فراز
گرچہ پہلا سا اجتناب نہیں ; پھر بھی کم کم سپردگی ہے ابھی,احمد فراز
کیسا موسم ہے کچھ نہیں کھلتا ; بوندا باندی بھی دھوپ بھی ہے ابھی,احمد فراز
خود کلامی میں کب یہ نشہ تھا ; جس طرح روبرو کوئی ہے ابھی,احمد فراز
قربتیں لاکھ خوبصورت ہوں ; دوریوں میں بھی دل کشی ہے ابھی,احمد فراز
فصل گل میں بہار پہلا گلاب ; کس کی زلفوں میں ٹانکتی ہے ابھی,احمد فراز
مدتیں ہو گئیں فرازؔ مگر ; وہ جو دیوانگی کہ تھی ہے ابھی,احمد فراز
ایسے چپ ہیں کہ یہ منزل بھی کڑی ہو جیسے ; تیرا ملنا بھی جدائی کی گھڑی ہو جیسے,احمد فراز
اپنے ہی سائے سے ہر گام لرز جاتا ہوں ; راستے میں کوئی دیوار کھڑی ہو جیسے,احمد فراز
کتنے ناداں ہیں ترے بھولنے والے کہ تجھے ; یاد کرنے کے لیے عمر پڑی ہو جیسے,احمد فراز
تیرے ماتھے کی شکن پہلے بھی دیکھی تھی مگر ; یہ گرہ اب کے مرے دل میں پڑی ہو جیسے,احمد فراز
منزلیں دور بھی ہیں منزلیں نزدیک بھی ہیں ; اپنے ہی پاؤں میں زنجیر پڑی ہو جیسے,احمد فراز
آج دل کھول کے روئے ہیں تو یوں خوش ہیں فرازؔ ; چند لمحوں کی یہ راحت بھی بڑی ہو جیسے,احمد فراز
جز ترے کوئی بھی دن رات نہ جانے میرے ; تو کہاں ہے مگر اے دوست پرانے میرے,احمد فراز
تو بھی خوشبو ہے مگر میرا تجسس بے کار ; برگ آوارہ کی مانند ٹھکانے میرے,احمد فراز
شمع کی لو تھی کہ وہ تو تھا مگر ہجر کی رات ; دیر تک روتا رہا کوئی سرہانے میرے,احمد فراز
خلق کی بے خبری ہے کہ مری رسوائی ; لوگ مجھ کو ہی سناتے ہیں فسانے میرے,احمد فراز
لٹ کے بھی خوش ہوں کہ اشکوں سے بھرا ہے دامن ; دیکھ غارت گر دل یہ بھی خزانے میرے,احمد فراز
آج اک اور برس بیت گیا اس کے بغیر ; جس کے ہوتے ہوئے ہوتے تھے زمانے میرے,احمد فراز
کاش تو بھی میری آواز کہیں سنتا ہو ; پھر پکارا ہے تجھے دل کی صدا نے میرے,احمد فراز
کاش تو بھی کبھی آ جائے مسیحائی کو ; لوگ آتے ہیں بہت دل کو دکھانے میرے,احمد فراز
کاش اوروں کی طرح میں بھی کبھی کہہ سکتا ; بات سن لی ہے مری آج خدا نے میرے,احمد فراز
تو ہے کس حال میں اے زود فراموش مرے ; مجھ کو تو چھین لیا عہد وفا نے میرے,احمد فراز
چارہ گر یوں تو بہت ہیں مگر اے جان فرازؔ ; جز ترے اور کوئی زخم نہ جانے میرے,احمد فراز
تجھ سے مل کر تو یہ لگتا ہے کہ اے اجنبی دوست ; تو مری پہلی محبت تھی مری آخری دوست,احمد فراز
لوگ ہر بات کا افسانہ بنا دیتے ہیں ; یہ تو دنیا ہے مری جاں کئی دشمن کئی دوست,احمد فراز
تیرے قامت سے بھی لپٹی ہے امر بیل کوئی ; میری چاہت کو بھی دنیا کی نظر کھا گئی دوست,احمد فراز
یاد آئی ہے تو پھر ٹوٹ کے یاد آئی ہے ; کوئی گزری ہوئی منزل کوئی بھولی ہوئی دوست,احمد فراز
اب بھی آئے ہو تو احسان تمہارا لیکن ; وہ قیامت جو گزرنی تھی گزر بھی گئی دوست,احمد فراز
تیرے لہجے کی تھکن میں ترا دل شامل ہے ; ایسا لگتا ہے جدائی کی گھڑی آ گئی دوست,احمد فراز
بارش سنگ کا موسم ہے مرے شہر میں تو ; تو یہ شیشے سا بدن لے کے کہاں آ گئی دوست,احمد فراز
میں اسے عہد شکن کیسے سمجھ لوں جس نے ; آخری خط میں یہ لکھا تھا فقط آپ کی دوست,احمد فراز
یہ کیا کہ سب سے بیاں دل کی حالتیں کرنی ; فرازؔ تجھ کو نہ آئیں محبتیں کرنی,احمد فراز
یہ قرب کیا ہے کہ تو سامنے ہے اور ہمیں ; شمار ابھی سے جدائی کی ساعتیں کرنی,احمد فراز
کوئی خدا ہو کہ پتھر جسے بھی ہم چاہیں ; تمام عمر اسی کی عبادتیں کرنی,احمد فراز
سب اپنے اپنے قرینے سے منتظر اس کے ; کسی کو شکر کسی کو شکایتیں کرنی,احمد فراز
ہم اپنے دل سے ہی مجبور اور لوگوں کو ; ذرا سی بات پہ برپا قیامتیں کرنی,احمد فراز
ملیں جب ان سے تو مبہم سی گفتگو کرنا ; پھر اپنے آپ سے سو سو وضاحتیں کرنی,احمد فراز
یہ لوگ کیسے مگر دشمنی نباہتے ہیں ; ہمیں تو راس نہ آئیں محبتیں کرنی,احمد فراز
کبھی فرازؔ نئے موسموں میں رو دینا ; کبھی تلاش پرانی رفاقتیں کرنی,احمد فراز
ساقیا ایک نظر جام سے پہلے پہلے ; ہم کو جانا ہے کہیں شام سے پہلے پہلے,احمد فراز
نو گرفتار وفا سعئ رہائی ہے عبث ; ہم بھی الجھے تھے بہت دام سے پہلے پہلے,احمد فراز
خوش ہو اے دل کہ محبت تو نبھا دی تو نے ; لوگ اجڑ جاتے ہیں انجام سے پہلے پہلے,احمد فراز
اب ترے ذکر پہ ہم بات بدل دیتے ہیں ; کتنی رغبت تھی ترے نام سے پہلے پہلے,احمد فراز
سامنے عمر پڑی ہے شب تنہائی کی ; وہ مجھے چھوڑ گیا شام سے پہلے پہلے,احمد فراز
کتنا اچھا تھا کہ ہم بھی جیا کرتے تھے فرازؔ ; غیر معروف سے گمنام سے پہلے پہلے,احمد فراز
ہوئی ہے شام تو آنکھوں میں بس گیا پھر تو ; کہاں گیا ہے مرے شہر کے مسافر تو,احمد فراز
مری مثال کہ اک نخل خشک صحرا ہوں ; ترا خیال کہ شاخ چمن کا طائر تو,احمد فراز
میں جانتا ہوں کہ دنیا تجھے بدل دے گی ; میں مانتا ہوں کہ ایسا نہیں بظاہر تو,احمد فراز
ہنسی خوشی سے بچھڑ جا اگر بچھڑنا ہے ; یہ ہر مقام پہ کیا سوچتا ہے آخر تو,احمد فراز
فضا اداس ہے رت مضمحل ہے میں چپ ہوں ; جو ہو سکے تو چلا آ کسی کی خاطر تو,احمد فراز
فرازؔ تو نے اسے مشکلوں میں ڈال دیا ; زمانہ صاحب زر اور صرف شاعر تو,احمد فراز
تیرے قریب آ کے بڑی الجھنوں میں ہوں ; میں دشمنوں میں ہوں کہ ترے دوستوں میں ہوں,احمد فراز
مجھ سے گریز پا ہے تو ہر راستہ بدل ; میں سنگ راہ ہوں تو سبھی راستوں میں ہوں,احمد فراز
تو آ چکا ہے سطح پہ کب سے خبر نہیں ; بے درد میں ابھی انہیں گہرائیوں میں ہوں,احمد فراز
اے یار خوش دیار تجھے کیا خبر کہ میں ; کب سے اداسیوں کے گھنے جنگلوں میں ہوں,احمد فراز
تو لوٹ کر بھی اہل تمنا کو خوش نہیں ; یاں لٹ کے بھی وفا کے انہی قافلوں میں ہوں,احمد فراز
بدلا نہ میرے بعد بھی موضوع گفتگو ; میں جا چکا ہوں پھر بھی تری محفلوں میں ہوں,احمد فراز
مجھ سے بچھڑ کے تو بھی تو روئے گا عمر بھر ; یہ سوچ لے کہ میں بھی تری خواہشوں میں ہوں,احمد فراز
تو ہنس رہا ہے مجھ پہ مرا حال دیکھ کر ; اور پھر بھی میں شریک ترے قہقہوں میں ہوں,احمد فراز
خود ہی مثال لالۂ صحرا لہو لہو ; اور خود فرازؔ اپنے تماشائیوں میں ہوں,احمد فراز
تجھے ہے مشق ستم کا ملال ویسے ہی ; ہماری جان تھی جاں پر وبال ویسے ہی,احمد فراز
چلا تھا ذکر زمانے کی بے وفائی کا ; سو آ گیا ہے تمہارا خیال ویسے ہی,احمد فراز
ہم آ گئے ہیں تہ دام تو نصیب اپنا ; وگرنہ اس نے تو پھینکا تھا جال ویسے ہی,احمد فراز
میں روکنا ہی نہیں چاہتا تھا وار اس کا ; گری نہیں مرے ہاتھوں سے ڈھال ویسے ہی,احمد فراز
زمانہ ہم سے بھلا دشمنی تو کیا رکھتا ; سو کر گیا ہے ہمیں پائمال ویسے ہی,احمد فراز
مجھے بھی شوق نہ تھا داستاں سنانے کا ; فرازؔ اس نے بھی پوچھا تھا حال ویسے ہی,احمد فراز
اب شوق سے کہ جاں سے گزر جانا چاہیئے ; بول اے ہوائے شہر کدھر جانا چاہیئے,احمد فراز
کب تک اسی کو آخری منزل کہیں گے ہم ; کوئے مراد سے بھی ادھر جانا چاہیئے,احمد فراز
وہ وقت آ گیا ہے کہ ساحل کو چھوڑ کر ; گہرے سمندروں میں اتر جانا چاہیئے,احمد فراز
اب رفتگاں کی بات نہیں کارواں کی ہے ; جس سمت بھی ہو گرد سفر جانا چاہیئے,احمد فراز
کچھ تو ثبوت خون تمنا کہیں ملے ; ہے دل تہی تو آنکھ کو بھر جانا چاہیئے,احمد فراز
یا اپنی خواہشوں کو مقدس نہ جانتے ; یا خواہشوں کے ساتھ ہی مر جانا چاہیئے,احمد فراز
کیا ایسے کم سخن سے کوئی گفتگو کرے ; جو مستقل سکوت سے دل کو لہو کرے,احمد فراز
اب تو ہمیں بھی ترک مراسم کا دکھ نہیں ; پر دل یہ چاہتا ہے کہ آغاز تو کرے,احمد فراز
تیرے بغیر بھی تو غنیمت ہے زندگی ; خود کو گنوا کے کون تری جستجو کرے,احمد فراز
اب تو یہ آرزو ہے کہ وہ زخم کھائیے ; تا زندگی یہ دل نہ کوئی آرزو کرے,احمد فراز
تجھ کو بھلا کے دل ہے وہ شرمندۂ نظر ; اب کوئی حادثہ ہی ترے روبرو کرے,احمد فراز
چپ چاپ اپنی آگ میں جلتے رہو فرازؔ ; دنیا تو عرض حال سے بے آبرو کرے,احمد فراز
